,IBM_GE,IBM_AMZN,GE_AMZN
48,0.2622222222222222,-0.01333333333333333,-0.022222222222222227
49,0.3244444444444444,0.16444444444444442,0.1288888888888889
50,0.22666666666666666,0.004444444444444448,-0.022222222222222227
51,0.31555555555555553,-0.10222222222222224,-0.004444444444444445
52,0.34222222222222215,-0.04,0.13777777777777775
53,0.27999999999999997,-0.048888888888888885,-0.04
54,0.49333333333333335,0.24444444444444446,0.23555555555555552
55,0.37777777777777777,0.17333333333333334,0.15555555555555556
56,0.3511111111111111,0.3777777777777777,0.15555555555555556
57,0.3066666666666667,0.40444444444444433,0.2444444444444444
58,0.3244444444444444,0.5022222222222221,0.1822222222222222
59,0.3333333333333333,0.5111111111111111,0.21777777777777776
60,0.10222222222222221,0.43999999999999995,0.18222222222222223
61,0.33767733516715676,0.3777777777777777,0.3471688797197717
62,0.2533333333333333,0.26222222222222225,0.26222222222222225
63,0.38666666666666666,0.29777777777777775,0.12888888888888886
64,0.22666666666666666,0.16444444444444445,0.048888888888888885
65,0.07555555555555554,0.03111111111111111,-0.09333333333333332
66,0.2711111111111111,0.21777777777777776,0.16444444444444445
67,0.2622222222222222,0.10222222222222221,0.057777777777777775
68,0.27111111111111114,-0.07555555555555554,0.10222222222222221
69,0.3511111111111111,0.14666666666666667,0.12000000000000002
70,0.21777777777777776,0.17333333333333334,0.22666666666666666
71,0.42222222222222217,0.28888888888888886,0.3688888888888888
72,0.45777777777777773,0.35111111111111104,0.5022222222222222
73,0.18222222222222223,0.1822222222222222,0.36
74,0.3422222222222222,0.29777777777777775,0.3866666666666666
75,0.28888888888888886,0.2977777777777777,0.3688888888888889
76,0.33333333333333337,0.35111111111111104,0.28888888888888886
77,0.30666666666666664,0.3422222222222222,0.2711111111111111
78,0.28888888888888886,0.38666666666666666,0.29777777777777775
79,0.3244444444444444,0.5111111111111111,0.42222222222222217
80,0.2,0.43999999999999995,0.3511111111111111
81,0.3155555555555555,0.5199999999999999,0.20888888888888885
82,0.23555555555555552,0.057777777777777775,0.09333333333333334
83,0.36,0.29777777777777775,0.10222222222222221
84,0.3688888888888888,0.2,-0.004444444444444445
85,0.2533333333333333,-0.03111111111111111,-0.013333333333333332
86,0.03111111111111111,0.048888888888888885,0.004444444444444448
87,0.07555555555555556,0.02222222222222221,-0.06666666666666667
88,0.2088888888888889,-0.03111111111111111,-0.1288888888888889
89,0.08444444444444445,0.15555555555555553,0.039999999999999994
90,0.25333333333333335,-0.11111111111111109,-0.04
91,0.19999999999999996,-0.10222222222222221,0.004444444444444451
92,0.11111111111111112,-0.1288888888888889,-0.11111111111111109
93,0.04,0.004444444444444445,-0.10222222222222221
94,0.4844444444444444,0.3155555555555555,0.3333333333333333
95,0.12,0.18222222222222223,0.10222222222222221
96,0.35111111111111104,-0.013333333333333336,0.013333333333333336
97,0.4133333333333333,0.1911111111111111,0.20888888888888885
98,0.2977777777777778,0.4133333333333333,0.20888888888888885
99,0.39555555555555555,0.15555555555555556,0.08444444444444443
100,0.26222222222222225,0.022222222222222216,0.03111111111111111
101,0.1911111111111111,0.09333333333333332,-0.004444444444444445
102,0.2177777777777778,0.35111111111111104,-0.00444444444444444
103,0.45777777777777773,0.22666666666666666,0.18222222222222223
104,0.40444444444444444,0.19111111111111106,0.16444444444444445
105,0.1911111111111111,0.13777777777777775,-0.10222222222222221
106,0.3333333333333333,0.1822222222222222,0.031111111111111107
107,-0.004444444444444443,0.11111111111111109,0.03111111111111111
108,0.2533333333333333,0.08444444444444443,-0.14666666666666667
109,0.15555555555555553,-0.057777777777777775,-0.12
110,0.39555555555555555,-0.013333333333333332,0.07555555555555556
111,0.14666666666666664,0.013333333333333327,0.1733333333333333
112,0.11999999999999997,-0.1733333333333333,-0.09333333333333334
113,0.21777777777777776,-0.18222222222222223,-0.21777777777777776
114,0.23555555555555552,-0.26222222222222225,-0.20888888888888885
115,0.2,-0.07555555555555554,-0.057777777777777775
116,0.3955555555555555,-0.35111111111111104,-0.3333333333333333
117,0.3422222222222222,0.031111111111111117,-0.057777777777777775
118,0.2711111111111111,-0.2088888888888889,-0.27999999999999997
119,0.28888888888888886,-0.27999999999999997,-0.3688888888888888
120,0.16444444444444445,-0.09333333333333334,-0.21777777777777776
121,0.39555555555555555,-0.13777777777777778,-0.22666666666666666
122,0.37777777777777777,0.13777777777777778,-0.004444444444444445
123,0.35111111111111104,-0.048888888888888885,0.17333333333333334
124,0.3688888888888888,0.19111111111111106,0.2533333333333333
125,0.11999999999999997,0.057777777777777775,0.031111111111111107
126,0.08444444444444445,0.07555555555555554,-0.11111111111111112
127,0.20888888888888885,-0.09333333333333334,-0.12
128,0.3244444444444444,0.15555555555555553,0.08444444444444443
129,0.34222222222222215,-0.013333333333333332,0.00444444444444444
130,0.1288888888888889,-0.048888888888888885,-0.048888888888888885
131,0.14666666666666667,0.1288888888888889,0.004444444444444446
132,0.26222222222222225,0.013333333333333326,-0.11999999999999997
133,0.31555555555555553,0.11999999999999997,-0.013333333333333336
134,0.16444444444444445,0.14666666666666667,-0.27999999999999997
135,0.15555555555555553,-0.048888888888888885,-0.1822222222222222
136,0.21777777777777776,0.057777777777777775,-0.17333333333333334
137,0.2,0.08444444444444443,0.1911111111111111
138,0.12,0.33333333333333326,0.004444444444444445
139,0.14666666666666667,0.2444444444444444,0.1911111111111111
140,0.2444444444444444,-0.057777777777777775,0.057777777777777775
141,0.15555555555555553,0.15555555555555556,0.039999999999999994
142,0.1377777777777778,-0.08444444444444443,0.10222222222222221
143,0.08444444444444445,-0.10222222222222221,0.22666666666666663
144,0.19111111111111112,0.17333333333333334,0.2
145,0.1822222222222222,0.02222222222222222,0.07555555555555556
146,0.03111111111111111,-0.12,0.048888888888888885
147,0.10222222222222219,-0.15555555555555553,0.06666666666666667
148,0.07555555555555556,-0.057777777777777775,-0.16444444444444442
149,0.23555555555555552,-0.022222222222222213,-0.30666666666666664
150,0.2622222222222222,-0.02222222222222222,-0.10222222222222224
151,0.23555555555555557,-0.09333333333333331,-0.07555555555555554
152,0.21777777777777776,-0.013333333333333336,-0.17333333333333334
153,0.11999999999999997,0.022222222222222223,-0.07555555555555556
154,0.14666666666666667,0.03111111111111111,-0.14666666666666667
155,0.12,0.1911111111111111,0.004444444444444445
156,0.30666666666666664,0.10222222222222221,-0.0044444444444444444
157,0.1911111111111111,-0.11111111111111109,-0.12
158,0.5199999999999999,0.4133333333333333,0.3777777777777777
159,0.40444444444444444,0.2444444444444444,0.36
160,0.29777777777777775,0.2,0.1911111111111111
161,0.5377777777777777,0.40444444444444444,0.40444444444444444
162,0.3422222222222222,0.23555555555555557,0.4133333333333333
163,0.18222222222222223,0.18222222222222223,0.39555555555555555
164,0.15555555555555556,-0.06666666666666667,0.29777777777777775
165,0.2533333333333333,-0.09333333333333332,0.33333333333333337
166,0.057777777777777775,0.13777777777777775,0.38666666666666666
167,0.2533333333333333,-0.07555555555555556,0.26222222222222225
168,0.022222222222222216,-0.08444444444444445,0.16444444444444445
169,0.04,-0.16444444444444445,0.17333333333333334
170,0.11111111111111112,0.057777777777777775,0.16444444444444445
171,0.2,-0.12,0.07555555555555556
172,0.5555555555555556,0.0044444444444444505,0.04
173,0.4844444444444444,0.23555555555555552,0.09333333333333331
174,0.3244444444444444,0.08444444444444443,0.048888888888888885
175,0.4844444444444444,0.031111111111111107,0.15555555555555556
176,0.4311111111111111,0.06666666666666667,0.12
177,0.4933333333333333,0.26222222222222225,0.30666666666666664
178,0.6088888888888888,0.27999999999999997,0.2622222222222222
179,0.32444444444444437,0.30666666666666664,0.1822222222222222
180,0.3244444444444444,0.3333333333333333,0.17333333333333334
181,0.36,0.2,0.05777777777777778
182,0.13777777777777775,0.34222222222222215,0.031111111111111096
183,0.07555555555555556,0.37777777777777777,0.039999999999999994
184,0.1911111111111111,0.004444444444444445,-0.1288888888888889
185,0.13777777777777778,0.004444444444444445,-0.1288888888888889
186,0.1733333333333333,-0.00444444444444444,-0.22666666666666663
187,0.1822222222222222,-0.11111111111111112,-0.2
188,0.031111111111111107,-0.08444444444444446,-0.3955555555555555
189,0.3155555555555555,-0.039999999999999994,-0.11999999999999997
190,0.2,-0.20888888888888885,-0.3866666666666666
191,0.2533333333333333,-0.2444444444444444,-0.29777777777777775
192,0.3333333333333333,-0.11111111111111112,-0.2444444444444444
193,0.4133333333333333,-0.34222222222222215,-0.3422222222222222
194,0.2444444444444444,-0.07555555555555556,0.057777777777777775
195,0.30666666666666664,-0.3511111111111111,-0.2444444444444444
196,0.2444444444444444,-0.17333333333333334,-0.16444444444444445
197,0.2088888888888889,-0.23555555555555552,-0.20888888888888885
198,0.2711111111111111,-0.2622222222222222,-0.22666666666666666
199,0.16444444444444445,0.004444444444444445,0.02222222222222222
200,0.1733333333333333,-0.2,0.057777777777777796
201,0.2444444444444444,0.15555555555555556,0.14666666666666667
202,0.09333333333333331,-0.18222222222222223,-0.057777777777777775
203,0.2,-0.45777777777777773,-0.1911111111111111
204,0.4488888888888889,0.27999999999999997,0.35111111111111104
205,0.4311111111111111,-0.04,-0.14666666666666667
206,0.4488888888888889,0.04888888888888889,0.08444444444444443
207,0.39555555555555555,0.02222222222222222,0.022222222222222227
208,0.2444444444444444,0.17333333333333334,0.11111111111111112
209,0.36888888888888893,-0.20888888888888885,-0.14666666666666667
210,0.38666666666666666,0.14666666666666667,-0.07555555555555556
211,0.30666666666666664,0.1288888888888889,-0.12
212,0.14666666666666667,0.2444444444444444,-0.11111111111111112
213,0.13777777777777778,0.22666666666666666,0.039999999999999994
214,0.14666666666666667,-0.07555555555555556,-0.19999999999999998
215,0.01333333333333333,0.16444444444444445,-0.004444444444444445
216,0.03111111111111111,0.19999999999999996,0.01333333333333333
217,-0.057777777777777775,0.1822222222222222,-0.1288888888888889
218,0.031111111111111107,0.17333333333333334,0.21777777777777776
219,0.30666666666666664,0.11999999999999997,0.31555555555555553
220,0.26222222222222225,0.21777777777777776,0.3866666666666666
221,-0.057777777777777775,0.01333333333333333,-0.06666666666666667
222,0.09333333333333332,0.42222222222222217,0.08444444444444443
223,0.07555555555555554,0.511111111111111,-0.11111111111111109
224,0.07555555555555556,0.27999999999999997,-0.2711111111111111
225,-0.039999999999999994,0.47555555555555556,-0.24444444444444446
226,-0.06666666666666665,0.3955555555555555,-0.20888888888888885
227,-0.03111111111111111,0.11999999999999997,0.10222222222222221
228,-0.07555555555555556,0.14666666666666667,0.10222222222222221
229,-0.1733333333333333,0.1822222222222222,-0.12
230,0.039999999999999994,0.13777777777777778,0.1911111111111111
231,-0.06666666666666665,-0.06666666666666665,-0.10222222222222221
232,0.013333333333333336,-0.0044444444444444505,0.057777777777777775
233,-0.04,-0.14666666666666667,0.1288888888888889
234,0.06666666666666667,-0.26222222222222225,0.13777777777777778
235,0.08444444444444445,-0.3333333333333333,0.10222222222222224
236,0.2977777777777778,-0.36,-0.26222222222222225
237,0.3688888888888889,-0.3688888888888888,-0.28888888888888886
238,0.34222222222222215,-0.5288888888888887,-0.3688888888888889
239,0.3688888888888888,-0.3244444444444444,-0.22666666666666666
240,0.36,-0.22666666666666666,-0.06666666666666665
241,0.29777777777777775,-0.38666666666666666,-0.23555555555555557
242,0.2444444444444444,-0.18222222222222223,-0.24444444444444438
243,0.1911111111111111,0.07555555555555556,-0.057777777777777775
244,0.31555555555555553,-0.048888888888888885,-0.057777777777777775
245,0.31555555555555553,0.1911111111111111,0.1288888888888889
246,0.3511111111111111,0.057777777777777775,0.01333333333333333
247,0.3155555555555556,0.06666666666666665,0.07555555555555556
248,0.39555555555555555,-0.057777777777777775,-0.022222222222222223
249,0.3333333333333333,0.2533333333333333,0.01333333333333333
250,0.1822222222222222,0.15555555555555556,-0.14666666666666667
