Date,Open,High,Low,Close,Adj Close,Volume
9/2/14,1177.290039,1181.369995,1173.060059,1179.469971,1179.469971,28199800
9/3/14,1183.290039,1183.849976,1170.839966,1172.199951,1172.199951,28099800
9/4/14,1174.170044,1180.680054,1165.27002,1167.209961,1167.209961,30724100
9/5/14,1164.339966,1170.369995,1160.02002,1170.130005,1170.130005,28183000
9/8/14,1169.319946,1174.219971,1166.119995,1172.310059,1172.310059,27890900
9/9/14,1170.939941,1171.23999,1157.849976,1158.5,1158.5,28828300
9/10/14,1158.77002,1165.109985,1155.109985,1164.98999,1164.98999,29124400
9/11/14,1159.5,1172.650024,1158.599976,1172.339966,1172.339966,29416900
9/12/14,1172.930054,1172.949951,1157.439941,1160.609985,1160.609985,32071200
9/15/14,1159.97998,1160.060059,1144.410034,1146.52002,1146.52002,27765300
9/16/14,1144.25,1152.859985,1141.449951,1150.969971,1150.969971,31603200
9/17/14,1151.959961,1159.849976,1149.930054,1153.890015,1153.890015,32094300
9/18/14,1157.079956,1160.300049,1156.069946,1159.27002,1159.27002,32353400
9/19/14,1161.650024,1163.859985,1143.469971,1146.920044,1146.920044,46802200
9/22/14,1141.98999,1141.98999,1127.420044,1129.359985,1129.359985,33496800
9/23/14,1126.51001,1131.630005,1118.719971,1118.719971,1118.719971,32793600
9/24/14,1120.660034,1129.589966,1116.130005,1128.310059,1128.310059,33138500
9/25/14,1126.099976,1126.099976,1107.51001,1110.23999,1110.23999,32730600
9/26/14,1111.630005,1119.72998,1111.040039,1119.329956,1119.329956,29294400
9/29/14,1110.430054,1120.550049,1107.810059,1117.910034,1117.910034,30944400
9/30/14,1118.219971,1118.699951,1101.670044,1101.680054,1101.680054,39511000
10/1/14,1101.079956,1101.189941,1083,1085.410034,1085.410034,41885900
10/2/14,1085.140015,1099.459961,1077.959961,1096.380005,1096.380005,40125100
10/3/14,1105.119995,1109.869995,1101.51001,1104.73999,1104.73999,35609700
10/6/14,1107.359985,1108,1093.77002,1094.650024,1094.650024,33582200
10/7/14,1089.300049,1090.959961,1076.310059,1076.310059,1076.310059,36878700
10/8/14,1075.209961,1097.699951,1065.75,1097.119995,1097.119995,44418900
10/9/14,1095.75,1095.939941,1067.829956,1067.98999,1067.98999,43240200
10/10/14,1063.25,1074.25,1053.319946,1053.319946,1053.319946,45505400
10/13/14,1054.27002,1066.97998,1046.140015,1049.300049,1049.300049,43525800
10/14/14,1056.800049,1075.27002,1056.290039,1061.599976,1061.599976,48120100
10/15/14,1051.5,1075.640015,1040.469971,1072.449951,1072.449951,60908000
10/16/14,1060.689941,1091.27002,1058.819946,1086.109985,1086.109985,50731500
10/17/14,1085.849976,1099.439941,1079.22998,1082.329956,1082.329956,44821200
10/20/14,1078.680054,1094.969971,1078.5,1094.969971,1094.969971,33312100
10/21/14,1099.880005,1112.869995,1099.880005,1112.849976,1112.849976,39870900
10/22/14,1114.959961,1117.180054,1096.23999,1096.869995,1096.869995,37619300
10/23/14,1105.449951,1122.420044,1105.449951,1116.48999,1116.48999,37892500
10/24/14,1117.949951,1119.130005,1113.050049,1118.819946,1118.819946,30783800
10/27/14,1113.560059,1117.709961,1104.050049,1117.47998,1117.47998,35388600
10/28/14,1121.800049,1149.459961,1121.339966,1149.449951,1149.449951,36532600
10/29/14,1149.459961,1153.410034,1138.319946,1146.369995,1146.369995,37403500
10/30/14,1142.449951,1159.150024,1140.51001,1155.77002,1155.77002,35861500
10/31/14,1169.170044,1174.329956,1166.660034,1173.51001,1173.51001,42922900
11/3/14,1174.5,1178.400024,1166.790039,1170.199951,1170.199951,35554400
11/4/14,1166.72998,1170.869995,1160.890015,1165.420044,1165.420044,39562600
11/5/14,1171.22998,1172.030029,1163.680054,1167.069946,1167.069946,37665900
11/6/14,1166.02002,1171.900024,1163.540039,1171.859985,1171.859985,36697700
11/7/14,1170.069946,1173.400024,1165.040039,1173.319946,1173.319946,37042800
11/10/14,1173.849976,1179.579956,1172.609985,1179.569946,1179.569946,32849400
11/11/14,1179.01001,1180.800049,1176.77002,1179.959961,1179.959961,29583200
11/12/14,1175.329956,1187.199951,1174.849976,1186.469971,1186.469971,32466500
11/13/14,1186.76001,1188.670044,1173.969971,1175.420044,1175.420044,34552700
11/14/14,1175.459961,1177.300049,1171.969971,1173.810059,1173.810059,32271300
11/17/14,1171.859985,1175.180054,1164.180054,1164.22998,1164.22998,31528900
11/18/14,1165.160034,1176.209961,1165.160034,1170.280029,1170.280029,34161900
11/19/14,1169.040039,1169.079956,1151.97998,1157.689941,1157.689941,33608500
11/20/14,1153.530029,1170.859985,1153.209961,1170.75,1170.75,31282900
11/21/14,1182.310059,1184.5,1169.650024,1172.420044,1172.420044,39164200
11/24/14,1174.829956,1186.959961,1174.829956,1186.939941,1186.939941,31280600
11/25/14,1188.930054,1191.76001,1182.660034,1186.329956,1186.329956,33929400
11/26/14,1186.329956,1190.699951,1185.369995,1190.619995,1190.619995,27452600
11/28/14,1190.579956,1190.609985,1172.439941,1173.22998,1173.22998,25046400
12/1/14,1170.550049,1170.550049,1154.050049,1154.050049,1154.050049,41590100
12/2/14,1156.27002,1171.439941,1156.26001,1168.449951,1168.449951,36866500
12/3/14,1168.540039,1181.890015,1168.030029,1179.01001,1179.01001,36126800
12/4/14,1177.77002,1178.01001,1169.22998,1173.01001,1173.01001,34083400
12/5/14,1172.75,1184.48999,1172.75,1182.430054,1182.430054,34196200
12/8/14,1179.959961,1188.22998,1165.959961,1167.209961,1167.209961,38009900
12/9/14,1157.380005,1188.069946,1153.530029,1188.060059,1188.060059,39701500
12/10/14,1183.900024,1185.030029,1161.859985,1161.859985,1161.859985,41144400
12/11/14,1166.680054,1180.98999,1165.130005,1166.959961,1166.959961,39179500
12/12/14,1156.689941,1163.609985,1152.439941,1152.439941,1152.439941,41576500
12/15/14,1157.719971,1160.530029,1138.130005,1140.300049,1140.300049,43619900
12/16/14,1136.869995,1156.939941,1134.51001,1139.369995,1139.369995,49586800
12/17/14,1141.869995,1174.839966,1141.339966,1174.839966,1174.839966,49123700
12/18/14,1185.939941,1192.160034,1180.609985,1192.160034,1192.160034,47033800
12/19/14,1191.47998,1198.969971,1187.939941,1195.959961,1195.959961,64655300
12/22/14,1196.01001,1201.880005,1193.569946,1201.859985,1201.859985,33695200
12/23/14,1205.77002,1207.170044,1200.380005,1202.439941,1202.439941,30439500
12/24/14,1203.780029,1208.780029,1202.540039,1206.780029,1206.780029,14169800
12/26/14,1210.880005,1217.01001,1210.880005,1215.209961,1215.209961,17352300
12/29/14,1214.439941,1220.810059,1214.439941,1219.109985,1219.109985,24523600
12/30/14,1215.930054,1219.449951,1212.339966,1213.050049,1213.050049,24402800
12/31/14,1215.569946,1221.439941,1204.689941,1204.699951,1204.699951,26060700
1/2/15,1209.97998,1212.800049,1189.160034,1198.800049,1198.800049,27087000
1/5/15,1192.359985,1194.219971,1177.459961,1181.349976,1181.349976,37991200
1/6/15,1183.469971,1183.910034,1153.400024,1161.310059,1161.310059,44601100
1/7/15,1169.300049,1175.97998,1164.949951,1175.969971,1175.969971,38054800
1/8/15,1184.170044,1196.130005,1184.079956,1196.130005,1196.130005,39340100
1/9/15,1196.01001,1196.060059,1183.089966,1185.680054,1185.680054,33641400
1/12/15,1186.939941,1187.630005,1173.219971,1180.089966,1180.089966,34564600
1/13/15,1187.52002,1200.52002,1168.410034,1180.640015,1180.640015,41073000
1/14/15,1169.75,1177.97998,1165.060059,1177.060059,1177.060059,43786800
1/15/15,1179.719971,1180.869995,1154.640015,1154.709961,1154.709961,42767200
1/16/15,1151.339966,1177.189941,1151.300049,1176.650024,1176.650024,40564100
1/20/15,1179.079956,1179.140015,1161.329956,1170.25,1170.25,39443400
1/21/15,1167.52002,1174.949951,1162.310059,1166.25,1166.25,37300700
1/22/15,1172.5,1190.369995,1161.300049,1190.369995,1190.369995,41760500
1/23/15,1190.26001,1194.150024,1185.5,1188.930054,1188.930054,35735600
1/26/15,1188.930054,1200.73999,1181.77002,1200.73999,1200.73999,34657600
1/27/15,1190.339966,1199.77002,1186.160034,1194.660034,1194.660034,33298100
1/28/15,1200.680054,1201.23999,1172.72998,1175.119995,1175.119995,40675300
1/29/15,1177.150024,1190.189941,1170.140015,1190.180054,1190.180054,41271400
1/30/15,1183.339966,1186.040039,1164.900024,1165.390015,1165.390015,45386500
2/2/15,1168.579956,1175.560059,1153.790039,1175.51001,1175.51001,40083300
2/3/15,1180.079956,1197.390015,1180.060059,1196.98999,1196.98999,46159000
2/4/15,1191.560059,1198.949951,1189.339966,1191.439941,1191.439941,41419200
2/5/15,1195.5,1209.900024,1195.410034,1208.709961,1208.709961,38219900
