"","0.01","0.025","0.05","0.1","0.2","0.4","0.6","0.8","0.9","0.95","0.975","0.99"
"exceedances","244","238","229","216","195","159","112","55","32","21","16","10"
"LR_pof","7.64418537652071","7.20208710680402","7.34116486780699","4.60324504239412","1.04731929727189","1.01540641295978","2.05166398923716","0.513388978131589","1.8950309095267","4.952922036011","10.8133388782344","12.8330674868163"
"LR_crit_pof","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_pof","Reject H0","Reject H0","Reject H0","Reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Reject H0","Reject H0","Reject H0"
"pi01","1","1","0.91304347826087","0.888888888888889","0.824561403508772","0.641304347826087","0.467625899280576","0.214285714285714","0.127853881278539","0.0782608695652174","0.0595744680851064","0.04149377593361"
"pi11","0.967078189300412","0.940928270042194","0.907894736842105","0.851162790697674","0.757731958762887","0.622641509433962","0.419642857142857","0.236363636363636","0.125","0.142857142857143","0.125","0"
"LR_ind","0.526844164897122","1.65497171926411","0.00674787509386636","0.378426503969851","1.17038643905585","0.0872000290348327","0.578572811116834","0.120762565290018","0.00205410893036965","0.89554722751406","0.869027176841081","0.83011382023271"
"LR_crit_ind","5.99146454710798","5.99146454710798","5.99146454710798","5.99146454710798","5.99146454710798","5.99146454710798","5.99146454710798","5.99146454710798","5.99146454710798","5.99146454710798","5.99146454710798","5.99146454710798"
"decision_ind","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0"
