"","IBM","GE","AMZN"
"1",1.07518350464378,0.810930937602779,1.60397324751071
"2",1.09143610097881,0.824722554927279,1.43240088242296
"3",1.1281321129743,0.784649074063104,1.43745077729845
"4",1.02493560225716,0.880473177822356,1.83176719081696
"5",1.0824638888129,0.804268733517385,1.59095374177911
"6",1.12655551353529,0.828950110994373,1.41425871094015
"7",1.13689441312697,0.788346662852277,1.41360494368893
"8",1.14612869582553,0.824101695422463,1.42366691101779
"9",1.0904617720214,0.795767989767672,1.5586212560452
"10",1.06387403939819,0.781874375558529,1.44787723660723
"11",1.07644592146845,0.818349347210532,1.47267507773967
"12",1.09228531113305,0.767050999953863,1.4303666608591
"13",1.07944476598524,0.801892847284464,1.44115735888394
"14",1.27003846330573,1.55665332780988,1.456077211482
"15",1.07209917480001,1.730249783136,1.47594034888923
"16",1.34709734328709,0.930527560879654,1.43565525766991
"17",1.14577869049453,1.07694222091986,1.54098663516726
"18",1.06598578795876,0.794868575085063,1.44936034278484
"19",1.09953725806025,0.983646038686165,1.42173057266981
"20",1.10311449884148,0.822114138934135,1.39378383424944
"21",1.09341528709192,0.950867791949558,1.43837636906992
"22",1.07087534921185,0.799343586327759,1.46928543620411
"23",1.07625712863725,0.824576339472587,1.44577870277374
"24",1.08928875412566,0.801095903404664,1.99003128168444
"25",1.06955911583899,0.802504459467284,1.43214368319191
"26",1.16329949542471,0.822867405601846,1.43302031340996
"27",1.09238191493763,0.795662147214732,1.49778423117297
"28",1.08563080253212,0.863965651494015,1.42265901800246
"29",1.10199802064552,0.843733419668242,1.44920060686535
"30",1.06636836328819,1.03369564680635,1.485362523505
"31",1.08157124987612,0.928328573435771,1.42286188949274
"32",1.09978793143211,0.813510279748431,1.43848077177071
"33",1.06836700899744,0.829607881238912,1.41660661049246
"34",1.06082392893579,0.822474448554283,1.42175257210629
"35",1.0510467949513,0.861959315889262,1.48789985520403
"36",1.07554715126418,0.892072358917925,1.42621541864918
"37",1.07958687487443,1.00798392613044,1.42995952772163
"38",1.06775564834759,0.875772403037963,1.46591393287092
"39",1.12714514361413,0.945141994460763,1.42243479417116
"40",1.07085542339736,0.842331842332577,1.42820614181947
"41",1.12800783690448,1.11938125835933,1.46299609340677
"42",1.09386828691013,0.804635846426502,1.43930394957248
"43",1.06553649219339,0.81961865079534,1.42708364541618
"44",1.0700121793536,0.841908895355772,1.44182985153764
"45",1.06068663694732,0.83294754770913,1.41210147390507
"46",1.07983746228279,0.808836342851151,1.43349477372074
"47",1.12756156991663,0.816854977075831,1.49932523640942
"48",1.07957553309209,1.3586230539222,1.49823005143569
"49",1.08588196864176,1.07678002970161,1.47233055624917
"50",1.07370309775009,0.970629908120631,1.45391408844081
"51",1.06281811727125,0.879266621666617,1.46868676661037
"52",1.08110719281898,0.788165383043103,1.42024870700974
"53",1.10122896920155,0.829834786225922,1.41431473600857
"54",1.05969894037419,0.814370553076039,1.45885578528528
"55",1.11658877727253,1.06048543285986,1.5613590246426
"56",1.0852565605397,0.82934177736795,1.43449844426021
"57",1.06943324454709,0.821667839545298,1.41859376692573
"58",1.08129469448817,0.825775303578844,1.42257619258295
"59",1.06851447689204,0.968732322348933,1.40659282104618
"60",1.07250210728264,0.86676179307946,1.44396837946577
"61",1.07336121975872,0.792855388540715,1.62042225488219
"62",1.06496097009809,0.883341040196659,1.39389521634277
"63",1.07129718268419,0.816678774745925,1.4696495749472
"64",1.07270598734449,0.823397421412515,1.41363110052824
"65",1.07761753721157,0.82806741072618,1.530477125361
"66",1.10554158223297,0.808406605626869,1.42296910357789
"67",1.07065955156472,0.788394682992353,1.48919051377752
"68",1.05824125228247,0.766224048680987,1.4123248307358
"69",1.06742442766244,0.759406433312927,1.45996000253969
"70",1.04644340259468,0.753098028030839,1.42834259170721
"71",1.05980950196357,0.963264057745335,1.45472058908312
"72",1.08537470037018,0.909800818945715,1.56731117859733
"73",1.10299800541139,0.820422546659588,1.57998664485283
"74",1.07569079580675,0.904704939090052,1.44675436413856
"75",1.8622035393602,0.865698301427486,1.44922438393731
"76",1.06805200092115,0.934282055581854,1.3886910868174
"77",1.10543189350197,1.56616038916785,1.41822394475662
"78",1.06547166285965,0.804051827194127,1.46466249490346
"79",1.05668699342032,0.805308162540994,1.38748211236854
"80",1.06384794069154,0.856959012944132,1.3959773483982
"81",1.09192186642251,0.876160414424065,1.44925042904887
"82",1.06838991357164,0.817031087409425,1.44605873512491
"83",1.10077276877788,0.81054884283378,1.68488675321397
"84",1.07408180752052,0.800099137378455,1.40360175966925
"85",1.03769451580805,0.895029893212376,1.42114733644239
"86",1.06949136411934,0.803776662220072,1.43731994763069
"87",1.31859875620414,0.79714766090929,1.44681453995159
"88",1.13666217769352,0.862340334845367,1.52952377404958
"89",1.09428531720029,0.854690806482721,1.42031520911961
"90",1.05904554269516,0.841040967849976,1.37583907711039
"91",1.07500666914193,0.881529604285293,1.43621689604073
"92",1.03891501960672,1.38370731962156,1.45966012464572
"93",1.0690619620707,0.787354923528418,1.39865765064216
"94",1.16517247091435,0.857882394436763,1.4592147570535
"95",1.1434530525773,1.33798315173369,1.61252903821371
"96",1.04942839225364,0.776619697243639,1.45539078392593
"97",1.07421097825178,1.25863770980584,1.37134447316964
"98",1.07612872646213,0.851847748446911,1.46063393220394
"99",1.07430265753751,0.83112897128024,1.38580855855146
"100",1.05332545178194,1.16161765474098,1.42860168857271
"101",1.08254169450289,1.05085800872974,1.47420286056795
"102",1.08028657703055,0.800519256392895,1.40872945916501
"103",1.08961757627925,0.808726440560087,1.38403289947943
"104",1.07348757704233,0.785941070353475,1.38738465948163
"105",1.03779811629335,1.00878334738791,1.39396812903248
"106",1.06421426262216,0.852990057776534,1.46261346517202
"107",1.06723797949733,0.773719594930561,1.39130844885361
"108",1.04510617178381,0.808868445452676,1.46204865957759
"109",1.11296343476332,0.959168106361245,1.44575567281856
"110",1.0912029972775,0.82052469681072,1.45338310879338
"111",1.14299600931668,1.10027708897186,1.88169082229755
"112",1.07927648267424,2.11261687001585,1.48546332470121
"113",1.05795423934138,1.22872540562639,1.48270340374879
"114",1.07728962795513,0.935203806732191,1.41502236501858
"115",1.06647883465963,0.927890817743678,1.50454935250062
"116",1.08535512807179,0.823594107875213,1.65863141978347
"117",1.06834321509341,0.898634681569979,1.46153150197619
"118",1.06682646301906,1.60582543681199,1.4471955198742
"119",1.07771154335813,1.0886575931029,1.46333189829502
"120",1.05619263834032,0.923104626321589,1.4090910880481
"121",1.0624992312132,0.790435299812435,1.44517004347429
"122",1.09365418309144,0.805748667600959,1.47903239825071
"123",1.07307379761571,1.15794123436437,1.59320147501327
"124",1.07521663678495,0.846197986406135,1.51794948076085
"125",1.08873918500249,0.81294844952521,1.56118819694111
"126",1.08844630421723,0.800512732285214,1.4606967516746
"127",1.11755459305183,1.26115901910492,1.56533972287683
"128",1.09738578367941,0.786020720416445,1.52710950368131
"129",1.08195920193306,2.44047230860173,1.45139246308725
"130",1.07842956919005,0.881012352600419,1.4952581897599
"131",1.0741534712059,0.8413257252452,1.55972172943356
"132",1.05389681783429,1.09326891509404,1.40805237790375
"133",1.0778742526433,0.91647528543601,1.47910364810386
"134",1.06058549140928,0.921100022580039,1.41754547471847
"135",1.07228673627246,0.80623728764787,1.43650289451477
"136",1.08487911465492,0.803835465289711,1.44785525413026
"137",1.08871432694243,0.828998847964485,1.49688095399862
"138",1.71220893799414,0.801815111606682,1.41330238209943
"139",1.06210990003693,0.930290681111504,1.39300124329899
"140",1.08386372552184,1.91663607061144,1.44220828704361
"141",1.09471814238118,1.36518304063935,1.47648578765122
"142",1.07066369179451,0.798945225060124,1.44393845826142
"143",1.07410314039694,0.866470395618194,1.46904509838968
"144",1.07396166573423,0.919501640544459,1.47501879498074
"145",1.09307443092856,0.987421099376754,1.65556328108949
"146",1.07030309154764,0.826718048143651,1.89425742499976
"147",1.06909826888525,0.883769182343648,1.44556411090885
"148",1.09989575633719,0.831909951083802,1.42257776423774
"149",1.08582575843333,0.984920500002893,1.50419449506904
"150",1.06755647192727,0.801257308531571,1.42252307953749
"151",1.12252247469143,0.878602653285613,1.42125406296009
"152",1.09628510086423,0.814753098656986,1.42869546177453
"153",1.07194761474587,0.899924846425509,1.47905049477943
"154",1.06769939469131,1.24003738619105,1.72451174544281
"155",1.04201178788218,0.827667432899388,1.46447772981687
"156",1.07771430673864,0.892462604821056,1.51455419961968
"157",1.07027971400689,1.02559055479147,1.46948377926816
"158",1.06899827680595,0.822455349994374,1.43243765620836
"159",1.14039843653228,1.14561607630995,1.58885286355366
"160",1.07584405111797,0.932218552651983,1.41957263047246
"161",1.08978590440221,0.810849888723788,1.46706790162527
"162",1.06592452768416,0.817465561226019,1.49332506595032
"163",1.06880288160474,0.910418571688665,1.48903417614012
"164",1.07304128199578,0.802108226941984,1.43563376511022
"165",1.0736958578748,0.914082466931862,1.45224079447605
"166",1.09214984776363,0.793280770512335,1.4037365299774
"167",1.06837932123296,0.811314901333941,1.38962688087188
"168",1.07214534970913,0.891800925577262,1.51880818515765
"169",1.07176100007395,1.0239924574952,1.45243240254938
"170",1.09048636394006,1.66550819774923,1.41418148035537
"171",1.09293647166376,1.19525555567637,1.48698062766229
"172",1.07582131705883,0.879375068504561,1.41198779795252
"173",1.05952947107687,2.24699086855787,1.54476931879054
"174",1.06890170557585,0.902782798120183,1.51595608817008
"175",1.16826643935206,0.842706780095504,1.50017156801777
"176",1.08755373194977,0.935955888572212,1.43993992385454
"177",1.06436295842137,0.945895311601297,1.53987117647618
"178",1.07331092238607,0.884469145586239,1.45859872837112
"179",1.06824892392679,1.12966344215449,1.43193384458211
"180",1.06993871188304,1.50877925299003,1.52049777704432
"181",1.05756058829489,1.02486216660928,1.43156971321079
"182",1.10615772416995,0.85110586363375,1.41927915467431
"183",1.07597471164461,1.33706111741115,1.46713315875887
"184",1.06960520994616,0.856278342480512,1.50525648838265
"185",1.08028140034818,1.00038173393274,1.5664735569332
"186",1.07429909066964,0.911914273946116,1.43908865733162
"187",1.08548499530637,1.55780259020223,1.47601730562046
"188",1.07085609682183,0.860010033080285,1.42580861209473
"189",1.06186463051724,0.800471163103101,1.40994261098626
"190",1.12509219830734,1.217003385916,1.41828723983946
"191",1.05243103711815,0.960612191469833,1.4115551521214
"192",1.06170317284127,1.11174463573379,1.44293535360477
"193",1.06641261888387,0.824359095566361,1.53367438562871
"194",1.15734029267587,0.757298605022841,1.46255614489406
"195",1.08619464347945,2.5190188149964,1.42421946022899
"196",1.08889855260778,0.819584702285108,1.44614706343015
"197",1.09649735607908,1.05349550785567,1.44360953203373
"198",1.07281418913762,0.806669915034676,1.40107185292553
"199",1.07745262038261,0.820835666921832,1.42660624013508
"200",1.06389726971639,1.28513665785035,1.40318398892367
"201",1.08222278596954,0.892615911499114,1.42515538995888
"202",2.15172227218622,0.811675663538622,1.48533162770815
"203",1.09117400652872,1.39498587006123,1.48954334774322
"204",1.08601221497695,1.01954432882536,1.43280403933812
"205",1.12582560589251,3.82086457660718,1.53888724751537
"206",1.2014385456036,1.36234061907681,1.45535755480777
"207",1.14280593797814,1.3129789128608,1.4219852375224
"208",1.0653718378898,0.958165064529838,1.43817108068864
"209",1.07864293234128,1.60915107325669,4.91856451881251
"210",1.087132628489,1.31997528904311,1.4651118330134
"211",1.06985678405582,1.0918550324288,1.43713060248471
"212",1.04786930636626,0.88511574100349,1.40966305054895
"213",1.07423447545356,0.836334156191142,1.4807889290587
"214",1.10667028724629,0.973675813875643,1.50854324770496
"215",1.08853952434295,0.795894145939972,1.44325165045173
"216",1.07093738478288,0.839103116513458,1.43109810951443
"217",1.06965038715784,0.835918901159465,1.48377767343493
"218",1.09032018121826,0.888633440946009,1.44660571381332
"219",1.08923887119162,1.68855057672495,1.43843256877098
"220",1.08355988006469,4.77047123005144,1.47803187570424
"221",1.07920192989382,3.65773046319109,1.43430989241918
"222",1.13365271083058,1.43158118163529,1.47614414811913
"223",1.14368934225949,0.800208608436791,1.43842758139579
"224",1.07097833294682,0.791318393885672,1.42454947194912
"225",1.08541318086837,1.09094739979422,1.43442422270482
"226",1.10052281003217,0.939087597079876,1.46098472146093
"227",1.06277555975207,1.33619517793233,1.50071151415845
"228",1.06294996449816,0.813093150486135,1.6815534982592
"229",1.06834930367175,0.837408115680159,1.44634515258975
"230",1.07210071713834,1.25437272407531,1.4262339874975
"231",1.09357429464902,0.840925923481144,1.76903275480828
"232",1.07347071847055,1.00828097245764,1.49231372883295
"233",1.08521267263436,1.55963296715731,1.50275047323687
"234",1.11905910912113,0.840654436434167,1.72404898132476
"235",1.08217035963776,1.02451138261803,1.44638628121245
"236",1.10380686679138,0.865773292146526,1.45853239980687
"237",1.07054645483814,0.825377655907029,1.44402587982064
"238",1.09474050981968,0.805826424139744,1.42419184761932
"239",1.07693289878944,0.809929817470039,1.40224018457
"240",1.10384861206452,1.18885537066139,1.41947921049539
"241",1.19482526738478,0.944104746237773,1.42661411114065
"242",1.06800395053062,0.897228888313054,1.45563669499504
"243",1.11687603029811,1.00554002467692,1.4323589453104
"244",1.079965962168,0.828809387325477,1.45881109654344
"245",1.06080826779561,0.96886467276238,1.42311180350392
"246",1.05841465874065,0.923875126823095,1.48350563668283
"247",1.10346474581323,0.810036548792871,1.4151739034428
