"","V1","V2","V3"
"1",0.427410198813714,0.263619575538653,0.251197988451563
"2",0.405376459402817,0.237479142640324,0.255488691530462
"3",0.390948268367184,0.241525758191469,0.252747549605861
"4",0.428557008969361,0.261884023693672,0.247915765990089
"5",0.424878494747977,0.256718316092715,0.246366628168069
"6",0.425612058251781,0.256961950899321,0.246493892522307
"7",0.412020105908705,0.211716404273386,0.219584846150555
"8",0.414516099065673,0.220891411137257,0.229649483305254
"9",0.425189160223755,0.255100191512495,0.245367025291823
"10",0.42376650521821,0.255465180879275,0.245129693370766
"11",0.393989470004082,0.208926432023436,0.233494452205231
"12",0.423159807174919,0.253854754478242,0.244524087298688
"13",0.395881766268324,0.219247282700277,0.239410979209279
"14",0.402101800372594,0.253364991897722,0.243600568067278
"15",0.140567720527962,0.208007252103555,0.148601921752601
"16",0.396617982474418,0.25291518644568,0.237727410865127
"17",0.400393962866389,0.255278574144683,0.240230700228566
"18",0.308947183406926,0.251219680135387,0.231216422701121
"19",0.400692500213692,0.256850488016688,0.240030792732286
"20",0.403409876623185,0.256288538372933,0.239348275085047
"21",0.402160386796826,0.257202931820592,0.240963846739247
"22",0.401590003321272,0.256488897103622,0.241413403015569
"23",0.404896510590929,0.256363826967481,0.241739321090064
"24",0.391060760823814,0.137705588258095,0.209454185151941
"25",0.391681508425521,0.161588196649091,0.220104008962496
"26",0.346812875770895,0.190541002459869,0.218743837494211
"27",0.367746067030004,0.168442643268626,0.211623501549882
"28",0.390664230813954,0.185430931360039,0.2216418554351
"29",0.400365556190432,0.248168736277364,0.238045488026623
"30",0.400322750113752,0.248123615759389,0.240154207995009
"31",0.408292316882763,0.221459221067576,0.25772951045604
"32",0.406487937439067,0.236474801984455,0.25709430502196
"33",0.401394646906356,0.248463882594663,0.239634702603922
"34",0.401005159747129,0.248465306798437,0.239415712754181
"35",0.399424347230149,0.247268601181148,0.240392153847602
"36",0.400356554783296,0.247307275783407,0.240997102622652
"37",0.350578984053632,0.212041023542107,0.261445217270202
"38",0.356829595300817,0.218546008504869,0.237929172315693
"39",0.399577693191132,0.24542168276081,0.239304372011266
"40",0.398451933427462,0.244947739599306,0.239208266523267
"41",0.402442923573931,0.246686335521304,0.24173153897389
"42",0.416021254652291,0.240786307665428,0.259659340955084
"43",0.401075462764772,0.246319607334471,0.241492753603783
"44",0.401045215938478,0.246199403597141,0.241879413247982
"45",0.397104654488202,0.245612136856322,0.24159282709252
"46",0.399937803605864,0.246185732648258,0.241660505469748
"47",0.397717476410482,0.244642867949957,0.241558671370238
"48",0.396974349793737,0.244283316689268,0.239222584712578
"49",0.396840802074935,0.24362876135111,0.237273642753573
"50",0.396394871634203,0.243991936565656,0.236796425461074
"51",0.396980742811723,0.24364230995416,0.237263631195285
"52",0.398286041603299,0.243059229121339,0.23677471515977
"53",0.397361879933967,0.243102468296788,0.237001306042484
"54",0.371001180106021,0.221217890904187,0.223391286703556
"55",0.402817713330796,0.245423875123126,0.240715907360704
"56",0.41378268304912,0.257934389605784,0.27902716696117
"57",0.408402022189905,0.247381582321537,0.266930396009322
"58",0.390585881562174,0.242444072642872,0.256632835713253
"59",0.398792471907091,0.245676888557072,0.239362869015471
"60",0.391067082317719,0.243546034658191,0.258065326622157
"61",0.397327845419508,0.244830600687131,0.240835949456218
"62",0.382478936138124,0.208940845214728,0.25445910794484
"63",0.399765609390339,0.243571604519355,0.240606022546588
"64",0.400185259708046,0.243782571550618,0.240459359942936
"65",0.396948688175141,0.243521794975802,0.241219074983305
"66",0.391353712311245,0.207503435124293,0.256928215990778
"67",0.391900287251665,0.217041802439366,0.255620999390619
"68",0.386020833263564,0.222309176680981,0.248139237202724
"69",0.391366550044555,0.239731475372337,0.239752916373847
"70",0.389697892386902,0.239356860865442,0.239015365470044
"71",0.373820183859057,0.210958519944765,0.258955712319865
"72",0.394902038948076,0.234990194969856,0.275440340697661
"73",0.39811726161304,0.244628471932734,0.244942016418771
"74",0.396072845551016,0.243878760717149,0.245209991007963
"75",0.175306801720129,0.219920741725919,0.247840886594371
"76",0.370630754522301,0.240841748196749,0.242801638538307
"77",0.373264747137246,0.240605544907727,0.242551392453506
"78",0.376640436635839,0.240828845142942,0.244043579549979
"79",0.372000057000032,0.24124827569427,0.24194241296233
"80",0.372979768505016,0.240978533661252,0.241805870277917
"81",0.363342516124668,0.22556136531946,0.214413650039279
"82",0.376568701331638,0.240417491582341,0.24133181428708
"83",0.377918159282856,0.146269826971074,0.196082891771382
"84",0.379608474504477,0.233920570589608,0.238367758481058
"85",0.36258686949683,0.235127584303086,0.233826337861282
"86",0.37136921151798,0.194504077150841,0.209656955937532
"87",0.373142501980673,0.234255799621398,0.237586030473941
"88",0.362849429888045,0.154483640360723,0.188036911100237
"89",0.377626665549775,0.229614177916441,0.234454013705998
"90",0.365709171293358,0.228964003955963,0.23048607118857
"91",0.379558496720064,0.199485786752248,0.220831186955012
"92",0.36000867279939,0.228772587301603,0.21973904701673
"93",0.359701273734644,0.228042268643838,0.220021359971014
"94",0.367982474282381,0.229643659470031,0.224114916138269
"95",0.367239660656533,0.235844129477237,0.227506270212306
"96",0.366008252401133,0.234727717116159,0.229238231435496
"97",0.369814202732785,0.233962727691003,0.228008294276027
"98",0.377637503951226,0.235157100715909,0.2321024111759
"99",0.375848982895317,0.23528251006489,0.231284454990845
"100",0.364118623523061,0.245199687952758,0.200187380134529
"101",0.371930398220086,0.236440098039453,0.2244844624112
"102",0.371916522967285,0.236082167180802,0.224379971833854
"103",0.372952384125007,0.235677363114941,0.224054779308919
"104",0.369814670732961,0.235127017903248,0.223472159079822
"105",0.363846442131047,0.224183640341426,0.219410690843036
"106",0.36882790879737,0.234176431010748,0.226010925782157
"107",0.364140414107022,0.234522462550992,0.222304149604822
"108",0.368388035518685,0.233674879797158,0.225973265195573
"109",0.411632209733072,0.195250830802427,0.216357091721313
"110",0.372119215775592,0.232186023671252,0.225378750394416
"111",0.437009615094022,0.068126891369897,0.0659137534503257
"112",0.419760455781514,0.0927503102572413,0.00927773901702786
"113",0.373044999026173,0.217039710232842,0.198394685302015
"114",0.376042315928461,0.21740946280621,0.197607345628645
"115",0.374505286423718,0.21694802507758,0.196220067000479
"116",0.403904708076555,0.210542157240555,0.150205366460664
"117",0.406458427787417,0.206596510739139,0.161354638859505
"118",0.373943665603376,0.218751928149441,0.197411028351725
"119",0.370771447959395,0.215940507281516,0.192191774191154
"120",0.367948600152449,0.215311586517673,0.192133714625022
"121",0.373910316977989,0.217544923843345,0.198430314234111
"122",0.381690084664064,0.18587987505693,0.21199154295657
"123",0.373580310822762,0.215793216596297,0.199727569202237
"124",0.377558898102902,0.221408229395384,0.253146146505473
"125",0.384994052038162,0.245617413497324,0.254606586908465
"126",0.37636985689948,0.218862503427747,0.200647873560172
"127",0.438446732962352,0.181457429463487,0.149782291730998
"128",0.425041362392832,0.12630291067863,0.154039486050812
"129",0.376001754341999,0.208932014278409,0.190069300937554
"130",0.378271683099036,0.210681119466116,0.190658427786053
"131",0.400521257633672,0.209799656847183,0.188036965091201
"132",0.373527309550356,0.209961186236142,0.187803157230306
"133",0.391248781500489,0.225474437664888,0.22177199504818
"134",0.377135318375831,0.212473806499992,0.192004771444349
"135",0.387503303073033,0.225724634557188,0.222719489317388
"136",0.376075891572759,0.210230422362933,0.19091165744209
"137",0.389347354498844,0.228438687149753,0.243092787477072
"138",0.360354368328535,0.202868771372823,0.189025973812658
"139",0.359035029560518,0.204107513004607,0.188439318800378
"140",0.289458053922153,0.185050393282826,0.220266966735238
"141",0.362679360380673,0.203159220120834,0.187603754480285
"142",0.362691148588243,0.204335805072022,0.189402675869856
"143",0.360860201386156,0.201677343950323,0.188898932350473
"144",0.362492656232019,0.203131900234773,0.189442515898612
"145",0.376964726414276,0.223656723779133,0.272340907857306
"146",0.381889451264494,0.189175130381438,0.225244411245625
"147",0.358942437181827,0.200923199174902,0.187671572429825
"148",0.365579664727479,0.204471108824293,0.193239539652729
"149",0.364934078478858,0.203949791630191,0.191224167256893
"150",0.382778891954045,0.210475795623334,0.210405883130779
"151",0.363560578830536,0.200072017169821,0.187203945502254
"152",0.364086279876928,0.201335685643785,0.18991120434635
"153",0.393877703645636,0.214188841686176,0.206920711142047
"154",0.362611552783621,0.199409870008255,0.1946960920629
"155",0.363257757271192,0.202096298773691,0.199136669503244
"156",0.362264682064273,0.200990500241191,0.196674697314035
"157",0.367796922811442,0.199966946512094,0.195789148734494
"158",0.362750586179131,0.199528863311997,0.195708813949325
"159",0.364912303555526,0.202825498775692,0.198460974890249
"160",0.362818036900052,0.202392208061993,0.198560151671056
"161",0.41970768520622,0.239677092468761,0.284603428465343
"162",0.366600573314463,0.206696742775314,0.204417014633905
"163",0.36129369245417,0.204250002952202,0.20589624593241
"164",0.362063343091572,0.203125382821741,0.203198378512389
"165",0.364729558345899,0.202309597554087,0.202884830951441
"166",0.363851044819481,0.201665668810305,0.202903971759927
"167",0.366463366922206,0.202062422958299,0.203656617476281
"168",0.39411308702208,0.197114790214397,0.19726114132225
"169",0.364920784613037,0.201238809507028,0.202053167725485
"170",0.366606344369845,0.200730031372258,0.201035969543797
"171",0.368242028850291,0.20197099614477,0.202082346676548
"172",0.421564890780389,0.234804998228118,0.246509830069288
"173",0.415888031287102,0.207080895753666,0.124091836804433
"174",0.369686944619849,0.201853473536968,0.195480272118995
"175",0.369014661360864,0.259469886789802,0.169220410633775
"176",0.367532446090295,0.205601184176759,0.194486854474289
"177",0.36717554611416,0.205220165012126,0.196232658533517
"178",0.368207099999471,0.206676430012138,0.196829404700779
"179",0.365391754210096,0.204678576875302,0.194059192662951
"180",0.35227838987394,0.241369350479619,0.155659639038143
"181",0.370113703335199,0.209034308287795,0.19735864486612
"182",0.363036795908642,0.206365163623584,0.190229481618699
"183",0.363543319773857,0.207950824930505,0.18811202427292
"184",0.362284696974881,0.208256307368454,0.187155666982826
"185",0.364599970984174,0.206013479525669,0.184356064974188
"186",0.361505927231964,0.206133979336903,0.173310886136007
"187",0.363823225806927,0.203856412745653,0.177518776257588
"188",0.364485992078025,0.204356304157538,0.178701617347098
"189",0.365424289361009,0.205180818540046,0.181531612270488
"190",0.431313877046906,0.19071556158637,0.162745869360118
"191",0.364119402615428,0.201433785845374,0.173750886596531
"192",0.366753936742025,0.201991715325847,0.173320494884683
"193",0.407902991245573,0.209849415752032,0.18848997101434
"194",0.364170559360583,0.200229280625886,0.164602975632945
"195",0.351435081733018,0.203237693573625,0.169924503616246
"196",0.350282691661521,0.201607217289089,0.168993641132653
"197",0.349332410700689,0.20008409602764,0.164255488520435
"198",0.320159681012576,0.194237324431703,0.184017250399467
"199",0.352824598080743,0.200404933341496,0.167509475564499
"200",0.322002510266478,0.207435466794577,0.216232060672893
