"","V1","V2","V3"
"201",0.351534577116564,0.201186796822068,0.169945048017824
"202",0.315064586724711,0.161966789328215,0.171314855686744
"203",0.316308709028641,0.163020081251358,0.168878085466916
"204",0.210962784970027,0.028074505593118,0.167040711214189
"205",0.315733795943531,0.163025215797579,0.177897310986129
"206",0.316670931010397,0.160864772326201,0.178310870374803
"207",0.324620741682707,0.129708004006054,0.268025485076552
"208",0.315579287574986,0.158891050018981,0.175537409412906
"209",0.318942916045221,0.146540865236903,0.130477971680922
"210",0.31714857484688,0.146382576727893,0.126538405122279
"211",0.313790497150425,0.143887506706482,0.120760114166791
"212",0.321807453930782,0.151618738322886,0.135088741274408
"213",0.372790679513796,0.164066534035324,0.0814116967531263
"214",0.325388073575511,0.154883221401014,0.150098074428256
"215",0.315893419928733,0.14549317778125,0.12930956097088
"216",0.358195348055435,0.178491306669124,0.186042409975345
"217",0.310541807413312,0.14336043700698,0.124852195625181
"218",0.389555041802681,0.204720144536545,0.208496221761517
"219",0.255511086147665,0.213997663006485,0.167281440146169
"220",0.307290784910236,0.15004193843841,0.123246111111291
"221",0.285241883870058,0.220143390499725,0.117692335434665
"222",0.304241624131229,0.149945659103014,0.120342101107827
"223",0.298392114485891,0.148380501554362,0.117560322929928
"224",0.304780576306004,0.152193737533043,0.123587208920594
"225",0.296751808642948,0.150092246151741,0.122475018754698
"226",0.299752093182091,0.153219246339953,0.121383572292373
"227",0.294388256530858,0.150542972538237,0.122834199088345
"228",0.294815172297856,0.150375665712467,0.12272344630946
"229",0.345181417547334,0.222612078533373,0.237325520995036
"230",0.360927374957126,0.221051136515669,0.21782425390617
"231",0.375427232687141,0.157351970899705,0.190891725330033
"232",0.36056381434051,0.181203148273848,0.167726635937032
"233",0.29876376231095,0.152068418750914,0.129109489240647
"234",0.324106595901578,0.112727196792351,0.208768642469883
"235",0.358925788950695,0.130194437831309,0.200489618948904
"236",0.300554904656629,0.144950643102653,0.124975700089566
"237",0.378374104565442,0.156424689149014,0.215916998621397
"238",0.296973424980338,0.142980218741624,0.123157187951672
"239",0.299451247828211,0.14429816383472,0.125967452091796
"240",0.411391070012279,0.19439000044313,0.195725091559191
"241",0.428555397562246,0.195125725156834,0.209249971639196
"242",0.414485609572589,0.20315449157999,0.198651353859858
"243",0.357438708972001,0.195672196730511,0.221072487335678
"244",0.35714896657205,0.214697103381657,0.214278415351017
"245",0.35935483262638,0.217420595673461,0.225770806751214
"246",0.297116174725046,0.144448399846741,0.125766233523269
"247",0.29231343964701,0.139736943315009,0.118441979321142
"248",0.377654114197001,0.21184819321065,0.240451524363827
"249",0.376158946253259,0.218951650924948,0.227449773705144
"250",0.377711833349246,0.222629420122059,0.225651417656634
"251",0.299539222803356,0.14618744483503,0.126328988019042
