"","0.01","0.025","0.05","0.1","0.2","0.4","0.6","0.8","0.9","0.95","0.975","0.99"
"exceedances","488","484","472","445","395","306","213","120","76","53","32","18"
"LR_pof","7.11070954212353","0.924711051619358","0.365393761255204","0.539882246144326","0.308696532161272","0.301035401195068","1.39891583611463","4.77426989601066","13.1759907509624","25.334054178057","21.9510776724953","20.4580612651955"
"LR_crit_pof","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_pof","Reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Reject H0","Reject H0","Reject H0","Reject H0","Reject H0"
"pi01","0.916666666666667","0.9375","0.928571428571429","0.890909090909091","0.80952380952381","0.597938144329897","0.407665505226481","0.226315789473684","0.136792452830189","0.100671140939597","0.0578158458244111","0.0311850311850312"
"pi11","0.97741273100616","0.968944099378882","0.9447983014862","0.88963963963964","0.784263959390863","0.619672131147541","0.44811320754717","0.277310924369748","0.226666666666667","0.134615384615385","0.125","0.111111111111111"
"LR_ind","1.15204183674685","0.392367524949148","0.122069097889453","0.00080626154661413","0.324130711986048","0.235381995305144","0.815618432645634","1.26766886701098","3.66614162020286","0.536892421142569","1.85948536692092","2.19375166340242"
"LR_crit_ind","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_ind","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0"
