"","0.01","0.025","0.05","0.1","0.2","0.4","0.6","0.8","0.9","0.95","0.975","0.99"
"exceedances","491","485","477","460","400","311","211","104","61","41","23","15"
"LR_pof","2.61257062000342","0.482489188412545","0.172855247233431","2.36911007613635","0","1.01489927671348","1.00255902133023","0.198042339909324","2.5309117797977","9.11019456234073","7.2770115242803","13.1617631777724"
"LR_crit_pof","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_pof","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Reject H0","Reject H0","Reject H0"
"pi01","0.888888888888889","0.933333333333333","0.956521739130435","0.95","0.81","0.613756613756614","0.404844290657439","0.202020202020202","0.109339407744875","0.0764192139737991","0.0441176470588235","0.0289256198347107"
"pi11","0.983673469387755","0.971074380165289","0.953781512605042","0.917211328976035","0.796992481203007","0.625806451612903","0.442857142857143","0.223300970873786","0.2","0.121951219512195","0.0869565217391304","0.0666666666666667"
"LR_ind","2.12648748928748","0.537435570796536","0.0038129549859331","0.606516191840488","0.0852745789443688","0.0723840983176112","0.720313535053673","0.222765797619957","3.59488486449369","0.936322747564614","0.742945974282457","0.537435570796554"
"LR_crit_ind","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_ind","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0"
