"","0.01","0.025","0.05","0.1","0.2","0.4","0.6","0.8","0.9","0.95","0.975","0.99"
"exceedances","490","481","463","447","404","285","190","85","45","21","12","11"
"LR_pof","3.9136195764613","2.99804716509172","5.31685804320071","0.19654885432923","0.202044381470826","1.86070667833538","0.838238282985181","2.92737967723269","0.572904520587915","0.71074779438979","0.0207847767933378","5.4190848422597"
"LR_crit_pof","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_pof","Reject H0","Fail to reject H0","Reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Reject H0"
"pi01","1","1","0.972972972972973","0.905660377358491","0.791666666666667","0.635514018691589","0.378640776699029","0.166666666666667","0.0859030837004405","0.0418410041841004","0.0225872689938398","0.0204918032786885"
"pi11","0.979550102249489","0.960416666666667","0.922077922077922","0.89237668161435","0.813895781637717","0.52280701754386","0.384210526315789","0.188235294117647","0.133333333333333","0.0476190476190476","0.0833333333333333","0.0909090909090909"
"LR_ind","0.409026466822741","1.50455971120726","1.65016392880045","0.0907569082399769","0.24423386857939","6.37458317078459","0.0154732241157605","0.227285830742315","1.0050259767112","0.0160328004970095","1.15204183674693","1.42908331313783"
"LR_crit_ind","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_ind","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0"
