"","0.01","0.025","0.05","0.1","0.2","0.4","0.6","0.8","0.9","0.95","0.975","0.99"
"exceedances","504","501","496","476","446","321","164","48","14","11","6","2"
"LR_pof","10.1307385403295","10.7758291280458","16.6521701713798","12.9723476961009","25.8778618239729","2.8927130971975","11.9871143009349","41.004819500571","39.7796982443695","10.5801616760297","4.38500233307153","2.40144861766427"
"LR_crit_pof","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_pof","Reject H0","Reject H0","Reject H0","Reject H0","Reject H0","Fail to reject H0","Reject H0","Reject H0","Reject H0","Reject H0","Reject H0","Fail to reject H0"
"pi01","NaN","1","1","1","0.862068965517241","0.681318681318681","0.31858407079646","0.0945054945054945","0.0265848670756646","0.0203252032520325","0.0120724346076459","0.00399201596806387"
"pi11","1","0.994","0.983838383838384","0.941052631578947","0.887640449438202","0.610591900311526","0.341463414634146","0.104166666666667","0.0714285714285714","0.0909090909090909","0","0"
"LR_ind","0","0.0360002160031102","0.258597116773301","3.30296703904988","0.314130442053639","2.53330496431148","0.26225060084105","0.0458534229363159","0.720635065345223","1.44173472488749","0.144872734459014","0.0159681062842698"
"LR_crit_ind","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_ind","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0"
