"","0.01","0.025","0.05","0.1","0.2","0.4","0.6","0.8","0.9","0.95","0.975","0.99"
"exceedances","498","488","473","452","411","295","192","83","42","18","12","8"
"LR_pof","0.174088873295926","0.868120132717918","1.31342342647836","0.0559149109215896","0.769700719493885","0.45094329117643","0.766164105499315","4.12107230948608","1.63959335872128","2.3947314922452","0.0297683626793297","1.49016190454887"
"LR_crit_pof","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_pof","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0"
"pi01","1","1","1","0.942307692307692","0.795698924731183","0.639423076923077","0.382636655948553","0.161904761904762","0.0802603036876356","0.0350515463917526","0.0224032586558045","0.0141414141414141"
"pi11","0.987927565392354","0.967145790554415","0.934322033898305","0.891352549889135","0.819512195121951","0.545762711864407","0.380208333333333","0.180722891566265","0.119047619047619","0.0555555555555556","0.0833333333333333","0.125"
"LR_ind","0.144872734458941","1.05152391891825","4.07496647892725","1.50386860395342","0.279606054058943","4.43114625693428","0.00296663945541231","0.174663847839323","0.683424195298246","0.182928507836448","1.16397669106261","2.58053218679652"
"LR_crit_ind","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412","3.84145882069412"
"decision_ind","Fail to reject H0","Fail to reject H0","Reject H0","Fail to reject H0","Fail to reject H0","Reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0","Fail to reject H0"
