,Date,Open,High,Low,Close,Volume,sma5,sma10,sma20,ema5,ema10,ema20,ema100,ema200,BBhigh,BBmid,BBlow,macd,macdSignal,macdHist,adx14,di+,di-,cci,roc21,rsi14,slow%K,slow%D,%r,obv,response
0,10/14/92,0.0,0.000284268057458,0.000250194622162,0.0,0.0140640350172,0.0,0.000389940522769,0.00105542551095,0.0,0.0,0.000113122350761,8.18941196049e-05,2.59083553708e-05,0.00268125055903,0.00105542551095,0.000124366326165,0.663905787393,0.689311361309,0.581585635343,0.455256704668,0.219793567513,0.490274110409,0.491015627658,0.515347928493,0.434012190476,0.534928528751,0.441583470659,0.595288371632,0.000295838622411,409.600006
1,10/15/92,2.32461374e-05,0.0,0.000285122441236,0.000133614679628,0.0173582583706,0.000215035956572,0.0,0.000752071587798,0.000274301160592,4.6715092654e-05,0.0,2.78361355863e-05,6.43738507219e-06,0.0022188396437,0.000752071587798,0.0,0.665698130566,0.688685460092,0.587440748069,0.463088747314,0.200903408173,0.458432024055,0.497331995612,0.515720760232,0.439806599151,0.570647925057,0.508397380889,0.596835943288,0.000529514046252,411.730011
2,10/16/92,0.000174321626937,0.000406112474616,0.0,0.00137094652759,0.0193099698984,0.00126929071648,7.34422627456e-05,0.000423169094604,0.000870567608205,0.000311254420357,1.68083113952e-05,0.0,0.0,0.00135173459496,0.000423169094604,0.000250416875057,0.668888746637,0.688901622197,0.59491253418,0.465026365479,0.204622554482,0.417011081534,0.518686924935,0.52516458706,0.493196369578,0.610957287577,0.572573961798,0.611167150777,0.000787619322681,414.980011
3,10/19/92,0.00141193382682,0.00229160235551,0.00187941027211,0.00325888975114,0.0181064290234,0.00214570573777,0.000505349518016,0.000212905973925,0.00189885022646,0.000873015598823,0.000213827889085,1.10915236608e-05,1.32179338974e-05,0.000628627375441,0.000212905973925,0.000588285260766,0.673936261478,0.690208651975,0.604592008039,0.444138053682,0.310526556486,0.378717206431,0.590920164952,0.526529278519,0.566526918936,0.697223484029,0.626949273878,0.633033965332,0.00103065970569,415.480011
4,10/20/92,0.00330030481637,0.00403205455325,0.00410792126803,0.00354934255476,0.0212581853016,0.00286404241205,0.000989133061599,0.000164157730016,0.00268141376473,0.00138576452149,0.000420054782565,2.78674824616e-05,2.93183868575e-05,0.000493885769096,0.000164157730016,0.000631956452216,0.678422329638,0.69226222733,0.611216247238,0.407172980714,0.405662183752,0.349821009257,0.647079745147,0.532179052934,0.577255343129,0.787641348518,0.699650764197,0.644559744837,0.00131315107321,415.670013
5,10/21/92,0.00361986831908,0.00297036885007,0.00413702526254,0.00365971578195,0.0178398495268,0.00359632673818,0.00165477190201,0.000112179629067,0.00323999905986,0.00182547451247,0.000617270144737,4.65548135254e-05,4.64039842847e-05,0.000341465567028,0.000112179629067,0.000687739043379,0.682196590347,0.6947531068,0.615096528824,0.3728482701,0.389900110744,0.336752331307,0.639211030023,0.555096580143,0.581543630325,0.857680519447,0.782312931406,0.654288559558,0.0015528546425,414.899994
6,10/22/92,0.00370122166546,0.00335327065417,0.00329914686829,0.00321240742717,0.0176038611199,0.00421237230203,0.00207152394205,7.34158530775e-06,0.00346294120758,0.00210342095848,0.000752626556552,5.57796077443e-05,5.86778381622e-05,1.5671653876e-05,7.34158530775e-06,0.000819597870944,0.684686355243,0.697305222817,0.61563989222,0.348501282422,0.354557856535,0.354132715378,0.634917443647,0.550307009927,0.559401706312,0.865517409237,0.838698138751,0.647553413101,0.00131610497388,414.100006
7,10/23/92,0.00325381196053,0.00301679077124,0.00363661739873,0.00274768991224,0.0160882911293,0.00448784932313,0.00273832788225,0.0,0.00345630476702,0.0022458311373,0.000830338815116,5.53753643605e-05,6.60071710409e-05,0.0,0.0,0.000821307683639,0.686120029172,0.699669040436,0.613969085152,0.32589336529,0.331375780339,0.332651053098,0.630057762982,0.542155699095,0.53608546561,0.830711840108,0.853128478978,0.640556135963,0.0010983259118,418.160004
8,10/26/92,0.00278317296829,0.00414228435275,0.00365407199853,0.00510616551584,0.0151268568791,0.00485747668469,0.00336316514824,4.52244297928e-05,0.00423985944281,0.00279373260158,0.00112777501082,0.000102920142954,9.77375748309e-05,0.000156676871084,4.52244297928e-05,0.000747428684506,0.690171597038,0.702470420433,0.617851658353,0.292526181142,0.376883123813,0.297367363979,0.672434853342,0.578886380438,0.634145837153,0.867176577313,0.856310038805,0.676067832618,0.00130407056374,418.48999
9,10/27/92,0.00515961348588,0.00473983902715,0.0055509374523,0.00529785623356,0.0163216574427,0.00520734242216,0.00389882323152,9.48536052059e-05,0.00482627409234,0.00327707738315,0.00141534408356,0.000153419960855,0.000131141436479,0.000329343376932,9.48536052059e-05,0.000665585435496,0.693571249817,0.70547537489,0.6196580128,0.265773794471,0.40103531576,0.280706632153,0.701880760849,0.570083117619,0.641391544914,0.901851466791,0.868483403746,0.654309665102,0.00152477070537,420.130005
