,IBM_GE,IBM_AMZN,GE_AMZN
0,0.20719973227530208,0.1810521041213035,0.12726727516632927
1,0.6842561199031325,0.34996393573261464,0.4211054115583897
2,0.5730412225978248,0.46735441415414847,0.41049732794939686
3,0.4148334175469495,0.1012403330016507,0.1256258763933431
4,0.7930045593889047,0.33545677361772297,0.2784983445805829
5,0.6009032044143104,0.22837048610769398,0.08832526489631082
6,0.7306938306304431,0.21945074458111616,0.08563051765484964
7,0.781656177902543,0.3132363262399912,0.15231272708923582
8,0.7570659888254536,0.08470600708514275,0.0017089140358921783
9,0.6257085868708416,0.017010876306135216,-0.04137010613789595
10,0.711316362367367,0.003247554016030027,0.030986490358772777
11,0.3766032171872237,0.1376049265265004,-0.04875846282798544
12,0.5254997068949947,0.3819687937782095,-0.03433111864987266
13,-0.1515779521685529,0.04283491307460523,0.10387318865661381
14,-0.18200377232107753,0.007473307680164849,0.05337642588369238
15,0.11652219692189456,0.035733644782069446,0.09308054328629352
16,0.3033846476011283,0.21329229864040306,0.15982136146515372
17,0.09041195474899069,0.2004915131780456,0.04693535646500176
18,0.2063158261475359,0.46458656761714334,0.058341318082956894
19,0.17925964144943043,0.389898609099953,0.11413423999556813
20,0.30413321321392794,0.6112588043836278,0.2953327213251325
21,0.17256344599004023,0.3489669440882374,0.2348401123145142
22,0.32285433456211543,0.5232064033582241,0.25699362220078265
23,0.5342950366452814,0.2670516239814695,0.25118001771073545
24,0.7367077282831317,0.4084372574800609,0.32415659670498154
25,0.6932666670913321,0.545042226866658,0.49550494406148377
26,0.42947458075605544,-0.12697082454793368,-0.08864690169234757
27,0.6043435440835975,0.2427021877622511,0.320835143107935
28,0.5185853191019019,-0.055111357421593066,-0.08147308473174462
29,0.44746735032313945,0.008141918742238788,0.3784907233914135
30,0.41398555471301207,0.03355227834240343,0.0842724036433105
31,0.317165384262261,-0.16540740656848318,0.20854054670653271
32,0.15848560752520088,0.1383117670388485,0.04051631924406124
33,0.2858774466369971,0.1635336442208021,0.18383220137496417
34,0.18837653397020415,0.10228261592280882,0.20179980375798867
35,0.3664362777309509,-0.06478251130141187,0.38983139448251347
36,0.38493179908302694,0.43714792904213756,0.5434309320268161
37,0.18966431037063197,0.4362316797185065,0.45271314133449686
38,0.3396737861122111,0.24164859947575032,0.4413060032592697
39,0.33385229377754105,-0.0023118468850547025,0.18475700351414331
40,0.41844618306848724,0.3217944368210587,0.5237088121920352
41,0.4259226521549196,0.4478334741288811,0.5038481196605192
42,0.33359944982131373,0.1066439251101016,0.4023802299389508
43,0.312619242259148,0.08936847949749435,0.3846157087046423
44,0.4162599187278871,0.19087042822669192,0.3437790255234433
45,0.32874824963393856,0.14536797252778344,0.1550477771915541
46,0.7337103268408878,0.048568544382717294,0.10762748949548955
47,0.7094850233509351,0.23308853382769373,0.16053292169251404
48,0.5664594262713984,0.2396934513212138,0.3183763529608856
49,0.7641728526977416,0.3092677509187435,0.3523816413569551
50,0.5795059208517168,-0.08179829478871023,0.05947772202760848
51,0.5224599563944695,-0.17845229431799198,0.05195732730063145
52,0.3717357344241779,0.059666568185808434,0.0725865710309024
53,0.41638465842078015,-0.0019280282184562902,-0.17003313880060283
54,0.5974303601495691,0.41577527338913944,0.36805685954772194
