,date,IBM,GE,AMZN
0,2/1/13,2.474996080682157,1.6537112041065338,2.534670699669306
1,3/1/13,-0.5515615701074061,-1.1310205391586337,0.4536776533514697
2,4/1/13,-0.657655336034324,0.47281411959461117,0.25886458440700366
3,7/1/13,-0.43913483532902475,-0.33073500500013786,3.5291941047254305
4,8/1/13,-0.13989277170667336,-1.094467265720045,-0.7775086322394209
5,9/1/13,-0.28556834781916507,0.238948739738154,-0.011258986529316672
6,10/1/13,0.290753052940218,1.0446438778627165,-0.37992484188213993
7,11/1/13,0.8106826728840666,-0.18912535188082558,0.9751052360069679
8,14/01/2013,-0.9455724469038529,-0.04733727899046691,1.7719256619336043
9,15/01/2013,-0.062318240487879706,0.3780722839906048,-0.30480166079787097
10,16/01/2013,0.046742320828130346,-0.3780722839906048,-1.0983229354975421
11,17/01/2013,0.5488777385083132,0.8486613877318749,0.5747109865718691
12,18/01/2013,0.4225555195587205,3.415191156933428,0.6044950105919433
13,22/01/2013,0.8244829703066614,-0.13620887463434705,-0.7117730258136667
14,23/01/2013,4.312045263167619,-0.31854406912863453,-0.7728108455437699
15,24/01/2013,-0.14664909506034718,0.5001147045771148,2.0342975728682156
16,25/01/2013,0.2686926065107009,1.0825545504922207,3.7198708569193606
17,28/01/2013,-0.019521835132074727,0.9377161812596846,-2.839317208212755
18,29/01/2013,-0.5038780077956773,0.0,-5.851890096029333
19,30/01/2013,-0.18653483850021857,-1.207258123426902,4.658007109478923
20,31/01/2013,-0.22134837190295187,0.22466870829780383,-2.69921484315363
21,1/2/13,1.0336797489143734,1.5145055628891235,-0.1885014695771403
22,4/2/13,-0.6797591120673907,-1.3799462243533345,-1.91250825418523
23,5/2/13,-0.49190912767231865,1.0256500167189042,2.623188251662878
24,6/2/13,-0.876650592788053,-0.4446427957134347,-1.7652779889743009
25,7/2/13,-0.6387834716521823,0.17809443709944084,-0.7617952285160712
26,8/2/13,0.966566241609268,0.08892841848839872,0.6587790243357539
27,11/2/13,-0.7565186577563665,-0.22246950221109785,-1.8260851051709714
28,12/2/13,-0.059975015790136865,0.5773944533252529,0.5776294869052734
29,13/02/2013,0.024996876770178034,3.5244021874571985,4.0787939051856625
30,14/02/2013,-0.22014819068258973,0.08547009067316758,-0.08539288977242876
31,15/02/2013,0.6639617199236447,-0.5139197606570001,-1.5533747031910572
32,19/02/2013,-0.328926278895203,1.955844658440098,1.7426213169226656
33,20/02/2013,-0.5054736257213754,-1.4419248977830978,-1.2459128638988126
34,21/02/2013,-0.49290915610500363,-0.6428134412300945,-0.17657560706956232
35,22/02/2013,1.3820259024379666,0.557343350556927,-0.19572047433218387
36,25/02/2013,-1.7963403697558888,-2.5109544299791065,-2.113200871139309
37,26/02/2013,0.8218929619521198,1.046673314636104,-0.19644865429269132
38,27/02/2013,1.5891932831165079,1.3787379108108677,1.4887131583166457
39,28/02/2013,-0.7441248742516393,-0.6439172281020866,0.3867118935640512
40,1/3/13,1.030375193094546,-0.1292825002304987,0.5547079582669312
41,4/3/13,1.1173848186123436,0.3443826046759746,2.735625828555577
42,5/3/13,0.6509301133902134,1.365791610538336,0.9039646193008899
43,6/3/13,0.8917655684479442,0.33855301063088206,-0.6552828308745262
44,7/3/13,0.497846887527853,0.04223864899124408,0.032862855064852425
45,8/3/13,0.4573614451811814,0.3793471356297484,0.11312424801905863
46,11/3/13,-0.14270087566421452,-0.6330470602886162,-1.081729578513091
47,12/3/13,0.22347440534513652,-0.8930529266396814,1.0598445477866925
48,13/03/2013,0.7146098889714736,0.3411517168002032,0.3532257855157539
49,14/03/2013,1.7482799326382192,0.8478219499872708,-3.461635474855207
50,15/03/2013,-0.4086186963413674,-1.0609053461882123,-1.4861066586262517
51,18/03/2013,-0.7988223451592447,-0.8138832675446572,-1.5124106753253486
52,19/03/2013,0.10781203182306243,0.30062294489261454,-0.5755450346842217
53,20/03/2013,0.7561296235121695,0.5985481743037813,0.33795642194291986
54,21/03/2013,-1.3105167740737222,-0.7272759329080003,-1.522748625625514
55,22/03/2013,-0.08483292408731913,0.3429064654516978,1.70603190878591
56,25/03/2013,-0.6338368357552859,-0.5578216567056149,-0.6734595528555154
57,26/03/2013,0.7657754092253555,-0.5176888179533545,1.661770110499372
58,27/03/2013,-0.6946277191797634,-0.08654262764289378,1.8987994977007538
59,28/03/2013,1.136295495363182,0.08654262764289378,0.44754584743431636
60,1/4/13,-0.432250250160493,-0.17316021642779234,-1.8481874997566372
61,2/4/13,0.9279721650949924,1.120218521851113,0.6522772988502901
62,3/4/13,-0.7962198403709486,-1.467441092926025,-1.6433694808217325
63,4/4/13,-0.6368396644104379,0.34722257107491217,0.01929706090209038
64,5/4/13,-0.903219679077516,-0.6520344770085895,-1.3992727023210527
65,8/4/13,-0.0429823510311067,0.8251946934363819,1.3490902794004889
66,9/4/13,-0.0477899362135048,-0.25985289632637354,0.8421668786134262
67,10/4/13,1.3199944756397741,2.2299380268311797,1.3804786551193438
68,11/4/13,0.4330233632543923,0.042399831035888624,1.9004799297555053
69,12/4/13,-0.7259046723355311,-0.5526050194254228,1.1129205171802603
70,15/04/2013,-1.008001141574244,-2.8097806929032743,-1.9053833061636993
71,16/04/2013,1.3008824506553829,1.2633581231451085,1.710962746398792
72,17/04/2013,-1.1051408514864747,-1.4828008269617499,-1.830565842574483
73,18/04/2013,-1.209174590793527,-0.3962144738692608,-3.029721881062919
74,19/04/2013,-8.641904808872614,-4.142870698474477,0.34632734249306907
75,22/04/2013,-1.1486773735157385,-1.8562017860059399,1.233138347276519
76,23/04/2013,1.992475781627867,0.7001195458983478,2.009646072852078
77,24/04/2013,0.05218094524694905,2.1169681507712923,-0.04463249673536396
78,25/04/2013,1.1616528191899178,-0.04554771201497054,2.178642838565814
79,26/04/2013,0.18544279769594496,1.1775498385155903,-7.516146010887326
80,29/04/2013,2.460343755130978,0.2697843362940322,-2.009775266706182
81,30/04/2013,1.6879089116929258,0.08976661285009513,1.6165538878673225
82,1/5/13,-1.4471695346612634,-0.630065090663301,-2.2230219875114976
83,2/5/13,1.3730875893552152,0.7645641021965854,1.7253513181861635
84,3/5/13,1.042029606732342,1.1138453316334118,2.154407692849425
85,6/5/13,-0.8495177621004046,0.044296789207143306,-0.9070229944029506
86,7/5/13,0.41829740379899505,0.4418920138035354,0.7829468219842539
87,8/5/13,0.582697190822401,1.4445425187723515,0.36791738022214915
88,9/5/13,-0.7743997542204895,-1.0045946028238717,0.5705088438856087
89,10/5/13,0.6033669526519958,0.5253952541158124,1.3249778594389916
90,13/05/2013,-0.982953803153741,-0.21857932199802477,0.333249061896268
91,14/05/2013,0.3648248878602267,0.697778670706084,1.4338433472703471
92,15/05/2013,0.05411654602260896,0.994602793643562,-0.6618170067024032
93,16/05/2013,0.6715497733188691,0.12900453304900417,-0.9195813652107532
94,17/05/2013,1.8154590545571558,0.8131865911129132,2.1647937646828375
95,20/05/2013,-0.40380305797240723,0.4677873722710224,-0.8446053379397078
96,21/05/2013,0.5044959649119996,0.38111416022008626,0.458533123822491
97,22/05/2013,-0.7987627879199266,0.8417558119529378,-2.2188869504661035
98,23/05/2013,-0.4017964887101044,-0.8417558119529378,-0.4421076048664041
99,24/05/2013,-0.2136545437394055,-0.5509655810969516,-0.022920885722133022
100,28/05/2013,0.9963806735670211,0.29705092922935883,2.0982642287603603
101,29/05/2013,0.06735626908493941,0.16934805063328895,-0.6606420060188967
102,30/05/2013,0.6901867888655211,-0.16934805063328895,0.4883885372310992
103,31/05/2013,-0.6421029296903136,-1.1935350549272972,0.8842920896468875
104,3/6/13,0.44607599689374666,1.3628831055605861,-0.8655515747292952
105,4/6/13,-1.329691509230102,0.08456660123430382,-0.44312287681824714
106,5/6/13,-1.6873654523113402,-1.44744970679489,0.5517306937180777
107,6/6/13,0.5214701510114494,0.25695945616308613,0.24672162047973956
108,7/6/13,1.243468387131763,2.0322460625847416,3.3195668401416967
109,10/6/13,-0.6466269304686634,-0.33585254071342163,1.5055702263937043
110,11/6/13,-0.5085585532883741,-0.8445996153410906,-2.263300671372992
111,12/6/13,-1.3722511596787612,-0.33984739591113033,-1.138264625031038
112,13/06/2013,1.2692468587260919,0.7630388865691451,1.5051611557753475
113,14/06/2013,-0.7734600226473987,-0.6779686985378675,-0.6548169929231129
114,17/06/2013,0.4145648128326407,1.0573158341676159,1.4745344867383103
115,18/06/2013,0.8972676926410017,2.328587542332894,1.3218762497696268
116,19/06/2013,-1.4405008064932723,-1.4490007196063193,-1.2859192539487196
117,20/06/2013,-2.2991770795924182,-3.091501756600268,-1.7114268332325544
118,21/06/2013,-0.9623046708199468,0.47200259266606537,-0.02926481420413296
119,24/06/2013,-0.9871648288161339,-1.8579061090213234,-1.0110938209914266
120,25/06/2013,0.7412831417235921,0.7819327416476618,0.5446947120897327
121,26/06/2013,-0.06156372039303193,0.6039707747075962,1.9947609519216591
122,27/06/2013,0.40459455475456707,0.30062294489261454,-0.007212854881366582
123,28/06/2013,-2.347811904385111,-0.5590210214851066,0.05043224749270436
124,1/7/13,0.08891446491796628,0.6447475590969365,1.5756269874819928
125,2/7/13,0.11494854706306512,-1.9031716298215873,0.5761463518362042
126,3/7/13,0.9096878846831302,0.043658590521022944,0.10567494104316566
127,5/7/13,0.8655780990054041,1.4301435518305983,0.6492275966611949
128,8/7/13,0.025652074354010068,0.34364294985813615,1.634119663002842
129,9/7/13,-1.9054112754918862,1.2782449286924624,0.3229577465230449
130,10/7/13,0.4953731939546735,-0.33927089370857644,0.2740350475559872
131,11/7/13,0.28567737906914914,1.6849598297696833,2.4765231692401635
132,12/7/13,-0.3793441195334424,-0.7547205635383136,2.598914452434009
133,15/07/2013,0.9998218082217569,-0.5486403295627884,-0.3191496228133417
134,16/07/2013,-0.07734433601136459,-0.8499838679111971,0.09780582258205328
135,17/07/2013,0.3604483727348118,0.4683849312426158,0.5913331936449495
136,18/07/2013,1.7527375445644644,0.38159893666858125,-1.4948091893895565
137,19/07/2013,-2.2732417092317547,4.509554139067351,0.36761783613599164
138,22/07/2013,0.28378112287459345,0.5647453493075272,-0.5749880119965134
139,23/07/2013,0.45750201884899866,-0.6052066082046448,-0.8006162988616339
140,24/07/2013,0.832508191827408,-0.364889924421119,-0.706669607468946
141,25/07/2013,0.3097785784783369,0.2839182600780532,1.4809149596974436
142,26/07/2013,0.06589958760674364,-0.16214028683889659,2.7983236673513545
